protein_a,protein_b,length_aa,length_a,length_b,rank_count,peak_score_rank_1,peak_score_rank_2,peak_score_rank_3,peak_score_min,peak_score_max,ptm_rank_1,ptm_rank_2,ptm_rank_3,ptm_min,ptm_max,iptm_rank_1,iptm_rank_2,iptm_rank_3,iptm_min,iptm_max,max_pae_rank_1,max_pae_rank_2,max_pae_rank_3,max_pae_min,max_pae_max,bait,partner,peak_avg,peak_max_norm,peak_min_norm,peak_values_norm,ptm_avg,iptm_avg,ptm_values,iptm_values,uniprot_url
A1AG2_HUMAN,ALAT2_HUMAN,724,201,523,3,9.0,18.0,21.0,9.0,21.0,0.67,0.67,0.66,0.66,0.67,0.21,0.15,0.14,0.14,0.21,31.71875,31.71875,31.703125,31.703125,31.71875,A1AG2_HUMAN,ALAT2_HUMAN,0.46666666666666673,0.7,0.30000000000000004,0.7:0.4:0.3,0.6666666666666666,0.16666666666666666,0.67:0.67:0.66,0.21:0.15:0.14,https://www.uniprot.org/uniprotkb/ALAT2_HUMAN/entry
A1AG2_HUMAN,APOF_HUMAN,527,201,326,3,6.0,6.0,7.0,6.0,7.0,0.41,0.45,0.42,0.41,0.45,0.23,0.21,0.19,0.19,0.23,31.671875,31.703125,31.71875,31.671875,31.71875,A1AG2_HUMAN,APOF_HUMAN,0.7888888888888889,0.8,0.7666666666666666,0.8:0.8:0.767,0.4266666666666667,0.21,0.41:0.45:0.42,0.23:0.21:0.19,https://www.uniprot.org/uniprotkb/APOF_HUMAN/entry
A1AG2_HUMAN,ASAH1_HUMAN,596,201,395,3,12.0,17.0,18.0,12.0,18.0,0.68,0.66,0.64,0.64,0.68,0.25,0.18,0.14,0.14,0.25,31.65625,31.6875,31.703125,31.65625,31.703125,A1AG2_HUMAN,ASAH1_HUMAN,0.4777777777777777,0.6,0.4,0.6:0.433:0.4,0.66,0.19000000000000003,0.68:0.66:0.64,0.25:0.18:0.14,https://www.uniprot.org/uniprotkb/ASAH1_HUMAN/entry
A1AG2_HUMAN,AT2B1_HUMAN,1421,201,1220,3,3.0,4.0,21.0,3.0,21.0,0.64,0.62,0.63,0.62,0.64,0.67,0.58,0.21,0.21,0.67,31.703125,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,AT2B1_HUMAN,0.6888888888888888,0.9,0.30000000000000004,0.9:0.867:0.3,0.63,0.48666666666666664,0.64:0.62:0.63,0.67:0.58:0.21,https://www.uniprot.org/uniprotkb/AT2B1_HUMAN/entry
A1AG2_HUMAN,BPIB2_HUMAN,659,201,458,3,7.0,19.0,20.0,7.0,20.0,0.63,0.63,0.62,0.62,0.63,0.36,0.15,0.12,0.12,0.36,31.671875,31.6875,31.6875,31.671875,31.6875,A1AG2_HUMAN,BPIB2_HUMAN,0.48888888888888893,0.7666666666666666,0.33333333333333337,0.767:0.367:0.333,0.6266666666666666,0.21,0.63:0.63:0.62,0.36:0.15:0.12,https://www.uniprot.org/uniprotkb/BPIB2_HUMAN/entry
A1AG2_HUMAN,CAH9_HUMAN,660,201,459,3,3.0,5.0,5.0,3.0,5.0,0.45,0.56,0.49,0.45,0.56,0.54,0.5,0.29,0.29,0.54,31.703125,31.734375,31.734375,31.703125,31.734375,A1AG2_HUMAN,CAH9_HUMAN,0.8555555555555556,0.9,0.8333333333333334,0.9:0.833:0.833,0.5,0.44333333333333336,0.45:0.56:0.49,0.54:0.5:0.29,https://www.uniprot.org/uniprotkb/CAH9_HUMAN/entry
A1AG2_HUMAN,CAP7_HUMAN,452,201,251,3,6.0,8.0,6.0,6.0,8.0,0.52,0.53,0.52,0.52,0.53,0.3,0.22,0.22,0.22,0.3,31.609375,31.703125,31.625,31.609375,31.703125,A1AG2_HUMAN,CAP7_HUMAN,0.7777777777777778,0.8,0.7333333333333334,0.8:0.733:0.8,0.5233333333333333,0.24666666666666667,0.52:0.53:0.52,0.3:0.22:0.22,https://www.uniprot.org/uniprotkb/CAP7_HUMAN/entry
A1AG2_HUMAN,CC146_HUMAN,1156,201,955,3,10.0,13.0,25.0,10.0,25.0,0.28,0.27,0.27,0.27,0.28,0.37,0.23,0.15,0.15,0.37,31.734375,31.71875,31.734375,31.71875,31.734375,A1AG2_HUMAN,CC146_HUMAN,0.4666666666666666,0.6666666666666667,0.16666666666666663,0.667:0.567:0.167,0.2733333333333334,0.25,0.28:0.27:0.27,0.37:0.23:0.15,https://www.uniprot.org/uniprotkb/CC146_HUMAN/entry
A1AG2_HUMAN,CP2CI_HUMAN,691,201,490,3,9.0,20.0,17.0,9.0,20.0,0.76,0.69,0.67,0.67,0.76,0.42,0.17,0.16,0.16,0.42,31.671875,31.71875,31.6875,31.671875,31.71875,A1AG2_HUMAN,CP2CI_HUMAN,0.4888888888888889,0.7,0.33333333333333337,0.7:0.333:0.433,0.7066666666666667,0.25,0.76:0.69:0.67,0.42:0.17:0.16,https://www.uniprot.org/uniprotkb/CP2CI_HUMAN/entry
A1AG2_HUMAN,CP7A1_HUMAN,705,201,504,3,16.0,23.0,24.0,16.0,24.0,0.7,0.7,0.7,0.7,0.7,0.15,0.13,0.13,0.13,0.15,31.671875,31.6875,31.703125,31.671875,31.703125,A1AG2_HUMAN,CP7A1_HUMAN,0.3,0.4666666666666667,0.19999999999999996,0.467:0.233:0.2,0.6999999999999998,0.1366666666666667,0.7:0.7:0.7,0.15:0.13:0.13,https://www.uniprot.org/uniprotkb/CP7A1_HUMAN/entry
A1AG2_HUMAN,DPPA4_HUMAN,505,201,304,3,2.0,3.0,5.0,2.0,5.0,0.53,0.55,0.44,0.44,0.55,0.63,0.59,0.25,0.25,0.63,31.703125,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,DPPA4_HUMAN,0.888888888888889,0.9333333333333333,0.8333333333333334,0.933:0.9:0.833,0.5066666666666667,0.49,0.53:0.55:0.44,0.63:0.59:0.25,https://www.uniprot.org/uniprotkb/DPPA4_HUMAN/entry
A1AG2_HUMAN,ECM1_HUMAN,741,201,540,3,5.0,7.0,5.0,5.0,7.0,0.35,0.34,0.35,0.34,0.35,0.35,0.3,0.3,0.3,0.35,31.703125,31.65625,31.703125,31.65625,31.703125,A1AG2_HUMAN,ECM1_HUMAN,0.8111111111111112,0.8333333333333334,0.7666666666666666,0.833:0.767:0.833,0.3466666666666667,0.31666666666666665,0.35:0.34:0.35,0.35:0.3:0.3,https://www.uniprot.org/uniprotkb/ECM1_HUMAN/entry
A1AG2_HUMAN,FGL1_HUMAN,513,201,312,3,9.0,11.0,16.0,9.0,16.0,0.59,0.54,0.54,0.54,0.59,0.31,0.19,0.17,0.17,0.31,31.65625,31.71875,31.71875,31.65625,31.71875,A1AG2_HUMAN,FGL1_HUMAN,0.6,0.7,0.4666666666666667,0.7:0.633:0.467,0.5566666666666666,0.22333333333333336,0.59:0.54:0.54,0.31:0.19:0.17,https://www.uniprot.org/uniprotkb/FGL1_HUMAN/entry
A1AG2_HUMAN,HABP2_HUMAN,761,201,560,3,5.0,9.0,14.0,5.0,14.0,0.41,0.4,0.41,0.4,0.41,0.38,0.24,0.18,0.18,0.38,31.703125,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,HABP2_HUMAN,0.6888888888888888,0.8333333333333334,0.5333333333333333,0.833:0.7:0.533,0.4066666666666667,0.26666666666666666,0.41:0.4:0.41,0.38:0.24:0.18,https://www.uniprot.org/uniprotkb/HABP2_HUMAN/entry
A1AG2_HUMAN,ILEU_HUMAN,580,201,379,3,6.0,6.0,14.0,6.0,14.0,0.65,0.65,0.62,0.62,0.65,0.3,0.26,0.17,0.17,0.3,31.65625,31.671875,31.6875,31.65625,31.6875,A1AG2_HUMAN,ILEU_HUMAN,0.7111111111111111,0.8,0.5333333333333333,0.8:0.8:0.533,0.64,0.24333333333333337,0.65:0.65:0.62,0.3:0.26:0.17,https://www.uniprot.org/uniprotkb/ILEU_HUMAN/entry
A1AG2_HUMAN,ITB7_HUMAN,999,201,798,3,7.0,11.0,18.0,7.0,18.0,0.49,0.49,0.51,0.49,0.51,0.32,0.24,0.22,0.22,0.32,31.734375,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,ITB7_HUMAN,0.6,0.7666666666666666,0.4,0.767:0.633:0.4,0.49666666666666665,0.26,0.49:0.49:0.51,0.32:0.24:0.22,https://www.uniprot.org/uniprotkb/ITB7_HUMAN/entry
A1AG2_HUMAN,ITLN1_HUMAN,514,201,313,3,7.0,13.0,10.0,7.0,13.0,0.58,0.59,0.59,0.58,0.59,0.3,0.17,0.17,0.17,0.3,31.703125,31.703125,31.609375,31.609375,31.703125,A1AG2_HUMAN,ITLN1_HUMAN,0.6666666666666666,0.7666666666666666,0.5666666666666667,0.767:0.567:0.667,0.5866666666666666,0.21333333333333335,0.58:0.59:0.59,0.3:0.17:0.17,https://www.uniprot.org/uniprotkb/ITLN1_HUMAN/entry
A1AG2_HUMAN,KR105_HUMAN,472,201,271,3,3.0,3.0,4.0,3.0,4.0,0.49,0.48,0.49,0.48,0.49,0.37,0.33,0.3,0.3,0.37,31.71875,31.71875,31.71875,31.71875,31.71875,A1AG2_HUMAN,KR105_HUMAN,0.888888888888889,0.9,0.8666666666666667,0.9:0.9:0.867,0.48666666666666664,0.3333333333333333,0.49:0.48:0.49,0.37:0.33:0.3,https://www.uniprot.org/uniprotkb/KR105_HUMAN/entry
A1AG2_HUMAN,LG3BP_HUMAN,786,201,585,3,14.0,15.0,18.0,14.0,18.0,0.61,0.58,0.58,0.58,0.61,0.26,0.23,0.2,0.2,0.26,31.703125,31.71875,31.6875,31.6875,31.71875,A1AG2_HUMAN,LG3BP_HUMAN,0.4777777777777777,0.5333333333333333,0.4,0.533:0.5:0.4,0.59,0.22999999999999998,0.61:0.58:0.58,0.26:0.23:0.2,https://www.uniprot.org/uniprotkb/LG3BP_HUMAN/entry
A1AG2_HUMAN,MASP1_HUMAN,900,201,699,3,23.0,21.0,23.0,21.0,23.0,0.54,0.53,0.54,0.53,0.54,0.14,0.14,0.14,0.14,0.14,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,MASP1_HUMAN,0.25555555555555554,0.30000000000000004,0.23333333333333328,0.233:0.3:0.233,0.5366666666666667,0.14,0.54:0.53:0.54,0.14:0.14:0.14,https://www.uniprot.org/uniprotkb/MASP1_HUMAN/entry
A1AG2_HUMAN,PTN6_HUMAN,796,201,595,3,20.0,20.0,18.0,18.0,20.0,0.57,0.6,0.55,0.55,0.6,0.16,0.13,0.14,0.13,0.16,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,PTN6_HUMAN,0.3555555555555556,0.4,0.33333333333333337,0.333:0.333:0.4,0.5733333333333334,0.14333333333333334,0.57:0.6:0.55,0.16:0.13:0.14,https://www.uniprot.org/uniprotkb/PTN6_HUMAN/entry
A1AG2_HUMAN,SFTA2_HUMAN,279,201,78,3,5.0,5.0,4.0,4.0,5.0,0.69,0.68,0.68,0.68,0.69,0.29,0.26,0.25,0.25,0.29,31.640625,31.53125,31.640625,31.53125,31.640625,A1AG2_HUMAN,SFTA2_HUMAN,0.8444444444444444,0.8666666666666667,0.8333333333333334,0.833:0.833:0.867,0.6833333333333335,0.26666666666666666,0.69:0.68:0.68,0.29:0.26:0.25,https://www.uniprot.org/uniprotkb/SFTA2_HUMAN/entry
A1AG2_HUMAN,SIAT2_HUMAN,730,201,529,3,5.0,17.0,13.0,5.0,17.0,0.55,0.51,0.49,0.49,0.55,0.36,0.18,0.15,0.15,0.36,31.703125,31.6875,31.71875,31.6875,31.71875,A1AG2_HUMAN,SIAT2_HUMAN,0.611111111111111,0.8333333333333334,0.43333333333333335,0.833:0.433:0.567,0.5166666666666667,0.23,0.55:0.51:0.49,0.36:0.18:0.15,https://www.uniprot.org/uniprotkb/SIAT2_HUMAN/entry
A1AG2_HUMAN,ST2A1_HUMAN,486,201,285,3,5.0,7.0,9.0,5.0,9.0,0.73,0.69,0.64,0.64,0.73,0.49,0.37,0.27,0.27,0.49,31.609375,31.65625,31.625,31.609375,31.65625,A1AG2_HUMAN,ST2A1_HUMAN,0.7666666666666666,0.8333333333333334,0.7,0.833:0.767:0.7,0.6866666666666666,0.37666666666666665,0.73:0.69:0.64,0.49:0.37:0.27,https://www.uniprot.org/uniprotkb/ST2A1_HUMAN/entry
A1AG2_HUMAN,SYCY1_HUMAN,739,201,538,3,2.0,3.0,15.0,2.0,15.0,0.42,0.42,0.35,0.35,0.42,0.72,0.61,0.21,0.21,0.72,31.6875,31.71875,31.734375,31.6875,31.734375,A1AG2_HUMAN,SYCY1_HUMAN,0.7777777777777778,0.9333333333333333,0.5,0.933:0.9:0.5,0.39666666666666667,0.5133333333333333,0.42:0.42:0.35,0.72:0.61:0.21,https://www.uniprot.org/uniprotkb/SYCY1_HUMAN/entry
A1AG2_HUMAN,T4S4_HUMAN,403,201,202,3,8.0,6.0,10.0,6.0,10.0,0.54,0.55,0.52,0.52,0.55,0.24,0.24,0.21,0.21,0.24,31.5,31.34375,31.453125,31.34375,31.5,A1AG2_HUMAN,T4S4_HUMAN,0.7333333333333334,0.8,0.6666666666666667,0.733:0.8:0.667,0.5366666666666667,0.22999999999999998,0.54:0.55:0.52,0.24:0.24:0.21,https://www.uniprot.org/uniprotkb/T4S4_HUMAN/entry
A1AG2_HUMAN,UD14_HUMAN,735,201,534,3,7.0,20.0,23.0,7.0,23.0,0.66,0.65,0.65,0.65,0.66,0.25,0.15,0.14,0.14,0.25,31.703125,31.71875,31.640625,31.640625,31.71875,A1AG2_HUMAN,UD14_HUMAN,0.4444444444444445,0.7666666666666666,0.23333333333333328,0.767:0.333:0.233,0.6533333333333333,0.18000000000000002,0.66:0.65:0.65,0.25:0.15:0.14,https://www.uniprot.org/uniprotkb/UD14_HUMAN/entry
A1AG2_HUMAN,ZBTB4_HUMAN,1214,201,1013,3,9.0,9.0,18.0,9.0,18.0,0.28,0.28,0.27,0.27,0.28,0.32,0.29,0.24,0.24,0.32,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,ZBTB4_HUMAN,0.6,0.7,0.4,0.7:0.7:0.4,0.27666666666666667,0.2833333333333333,0.28:0.28:0.27,0.32:0.29:0.24,https://www.uniprot.org/uniprotkb/ZBTB4_HUMAN/entry
A1AG2_HUMAN,ZN618_HUMAN,1155,201,954,3,9.0,11.0,13.0,9.0,13.0,0.47,0.45,0.49,0.45,0.49,0.28,0.28,0.24,0.24,0.28,31.71875,31.71875,31.734375,31.71875,31.734375,A1AG2_HUMAN,ZN618_HUMAN,0.6333333333333333,0.7,0.5666666666666667,0.7:0.633:0.567,0.47,0.26666666666666666,0.47:0.45:0.49,0.28:0.28:0.24,https://www.uniprot.org/uniprotkb/ZN618_HUMAN/entry
AACT_HUMAN,A1AG2_HUMAN,624,423,201,3,6.0,6.0,10.0,6.0,10.0,0.6,0.59,0.6,0.59,0.6,0.24,0.23,0.19,0.19,0.24,31.734375,31.703125,31.71875,31.703125,31.734375,A1AG2_HUMAN,AACT_HUMAN,0.7555555555555555,0.8,0.6666666666666667,0.8:0.8:0.667,0.5966666666666667,0.21999999999999997,0.6:0.59:0.6,0.24:0.23:0.19,https://www.uniprot.org/uniprotkb/AACT_HUMAN/entry
ACE_HUMAN,A1AG2_HUMAN,1507,1306,201,3,13.0,22.0,20.0,13.0,22.0,0.66,0.66,0.58,0.58,0.66,0.26,0.2,0.19,0.19,0.26,31.703125,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,ACE_HUMAN,0.3888888888888889,0.5666666666666667,0.2666666666666667,0.567:0.267:0.333,0.6333333333333333,0.21666666666666667,0.66:0.66:0.58,0.26:0.2:0.19,https://www.uniprot.org/uniprotkb/ACE_HUMAN/entry
APOL1_HUMAN,A1AG2_HUMAN,599,398,201,3,6.0,8.0,8.0,6.0,8.0,0.41,0.4,0.4,0.4,0.41,0.26,0.23,0.22,0.22,0.26,31.671875,31.6875,31.71875,31.671875,31.71875,A1AG2_HUMAN,APOL1_HUMAN,0.7555555555555555,0.8,0.7333333333333334,0.8:0.733:0.733,0.4033333333333333,0.23666666666666666,0.41:0.4:0.4,0.26:0.23:0.22,https://www.uniprot.org/uniprotkb/APOL1_HUMAN/entry
BNIP5_HUMAN,A1AG2_HUMAN,853,652,201,3,4.0,5.0,6.0,4.0,6.0,0.34,0.32,0.33,0.32,0.34,0.37,0.36,0.31,0.31,0.37,31.703125,31.703125,31.703125,31.703125,31.703125,A1AG2_HUMAN,BNIP5_HUMAN,0.8333333333333334,0.8666666666666667,0.8,0.867:0.833:0.8,0.33,0.3466666666666667,0.34:0.32:0.33,0.37:0.36:0.31,https://www.uniprot.org/uniprotkb/BNIP5_HUMAN/entry
BY55_HUMAN,A1AG2_HUMAN,382,181,201,3,4.0,5.0,6.0,4.0,6.0,0.55,0.55,0.52,0.52,0.55,0.31,0.21,0.21,0.21,0.31,31.71875,31.6875,31.65625,31.65625,31.71875,A1AG2_HUMAN,BY55_HUMAN,0.8333333333333334,0.8666666666666667,0.8,0.867:0.833:0.8,0.54,0.24333333333333332,0.55:0.55:0.52,0.31:0.21:0.21,https://www.uniprot.org/uniprotkb/BY55_HUMAN/entry
C1S_HUMAN,A1AG2_HUMAN,889,688,201,3,20.0,21.0,23.0,20.0,23.0,0.54,0.54,0.53,0.53,0.54,0.19,0.18,0.14,0.14,0.19,31.703125,31.71875,31.734375,31.703125,31.734375,A1AG2_HUMAN,C1S_HUMAN,0.2888888888888889,0.33333333333333337,0.23333333333333328,0.333:0.3:0.233,0.5366666666666667,0.17,0.54:0.54:0.53,0.19:0.18:0.14,https://www.uniprot.org/uniprotkb/C1S_HUMAN/entry
CATG_HUMAN,A1AG2_HUMAN,456,255,201,3,6.0,6.0,7.0,6.0,7.0,0.55,0.54,0.53,0.53,0.55,0.29,0.21,0.19,0.19,0.29,31.671875,31.65625,31.546875,31.546875,31.671875,A1AG2_HUMAN,CATG_HUMAN,0.7888888888888889,0.8,0.7666666666666666,0.8:0.8:0.767,0.54,0.22999999999999998,0.55:0.54:0.53,0.29:0.21:0.19,https://www.uniprot.org/uniprotkb/CATG_HUMAN/entry
CCL5_HUMAN,A1AG2_HUMAN,292,91,201,3,4.0,5.0,9.0,4.0,9.0,0.66,0.65,0.65,0.65,0.66,0.24,0.22,0.2,0.2,0.24,31.625,31.625,31.703125,31.625,31.703125,A1AG2_HUMAN,CCL5_HUMAN,0.8000000000000002,0.8666666666666667,0.7,0.867:0.833:0.7,0.6533333333333333,0.21999999999999997,0.66:0.65:0.65,0.24:0.22:0.2,https://www.uniprot.org/uniprotkb/CCL5_HUMAN/entry
CD14_HUMAN,A1AG2_HUMAN,576,375,201,3,4.0,5.0,5.0,4.0,5.0,0.59,0.58,0.58,0.58,0.59,0.44,0.34,0.32,0.32,0.44,31.6875,31.59375,31.671875,31.59375,31.6875,A1AG2_HUMAN,CD14_HUMAN,0.8444444444444446,0.8666666666666667,0.8333333333333334,0.867:0.833:0.833,0.5833333333333334,0.3666666666666667,0.59:0.58:0.58,0.44:0.34:0.32,https://www.uniprot.org/uniprotkb/CD14_HUMAN/entry
CD36_HUMAN,A1AG2_HUMAN,673,472,201,3,14.0,17.0,13.0,13.0,17.0,0.69,0.67,0.65,0.65,0.69,0.28,0.2,0.15,0.15,0.28,31.671875,31.65625,31.65625,31.65625,31.671875,A1AG2_HUMAN,CD36_HUMAN,0.5111111111111111,0.5666666666666667,0.43333333333333335,0.533:0.433:0.567,0.6699999999999999,0.21,0.69:0.67:0.65,0.28:0.2:0.15,https://www.uniprot.org/uniprotkb/CD36_HUMAN/entry
CEAM5_HUMAN,A1AG2_HUMAN,903,702,201,3,7.0,8.0,21.0,7.0,21.0,0.37,0.41,0.36,0.36,0.41,0.32,0.3,0.17,0.17,0.32,31.6875,31.671875,31.71875,31.671875,31.71875,A1AG2_HUMAN,CEAM5_HUMAN,0.6,0.7666666666666666,0.30000000000000004,0.767:0.733:0.3,0.38000000000000006,0.26333333333333336,0.37:0.41:0.36,0.32:0.3:0.17,https://www.uniprot.org/uniprotkb/CEAM5_HUMAN/entry
CFAB_HUMAN,A1AG2_HUMAN,965,764,201,3,9.0,6.0,22.0,6.0,22.0,0.68,0.5,0.5,0.5,0.68,0.45,0.42,0.15,0.15,0.45,31.671875,31.71875,31.71875,31.671875,31.71875,A1AG2_HUMAN,CFAB_HUMAN,0.5888888888888889,0.8,0.2666666666666667,0.7:0.8:0.267,0.56,0.34,0.68:0.5:0.5,0.45:0.42:0.15,https://www.uniprot.org/uniprotkb/CFAB_HUMAN/entry
CO2_HUMAN,A1AG2_HUMAN,953,752,201,3,19.0,13.0,20.0,13.0,20.0,0.68,0.49,0.54,0.49,0.68,0.2,0.22,0.17,0.17,0.22,31.6875,31.703125,31.703125,31.6875,31.703125,A1AG2_HUMAN,CO2_HUMAN,0.4222222222222222,0.5666666666666667,0.33333333333333337,0.367:0.567:0.333,0.57,0.19666666666666668,0.68:0.49:0.54,0.2:0.22:0.17,https://www.uniprot.org/uniprotkb/CO2_HUMAN/entry
CO5_HUMAN,A1AG2_HUMAN,1877,1676,201,3,19.0,24.0,24.0,19.0,24.0,0.76,0.76,0.75,0.75,0.76,0.25,0.2,0.2,0.2,0.25,31.6875,31.71875,31.71875,31.6875,31.71875,A1AG2_HUMAN,CO5_HUMAN,0.25555555555555554,0.3666666666666667,0.19999999999999996,0.367:0.2:0.2,0.7566666666666667,0.21666666666666667,0.76:0.76:0.75,0.25:0.2:0.2,https://www.uniprot.org/uniprotkb/CO5_HUMAN/entry
CO6_HUMAN,A1AG2_HUMAN,1135,934,201,3,4.0,9.0,10.0,4.0,10.0,0.54,0.56,0.52,0.52,0.56,0.56,0.31,0.31,0.31,0.56,31.703125,31.703125,31.71875,31.703125,31.71875,A1AG2_HUMAN,CO6_HUMAN,0.7444444444444445,0.8666666666666667,0.6666666666666667,0.867:0.7:0.667,0.54,0.39333333333333337,0.54:0.56:0.52,0.56:0.31:0.31,https://www.uniprot.org/uniprotkb/CO6_HUMAN/entry
CP2E1_HUMAN,A1AG2_HUMAN,694,493,201,3,14.0,22.0,16.0,14.0,22.0,0.72,0.71,0.69,0.69,0.72,0.21,0.14,0.15,0.14,0.21,31.6875,31.703125,31.6875,31.6875,31.703125,A1AG2_HUMAN,CP2E1_HUMAN,0.4222222222222222,0.5333333333333333,0.2666666666666667,0.533:0.267:0.467,0.7066666666666667,0.16666666666666666,0.72:0.71:0.69,0.21:0.14:0.15,https://www.uniprot.org/uniprotkb/CP2E1_HUMAN/entry
CRP_HUMAN,A1AG2_HUMAN,425,224,201,3,1.0,8.0,8.0,1.0,8.0,0.85,0.57,0.54,0.54,0.85,0.78,0.28,0.21,0.21,0.78,31.671875,31.578125,31.53125,31.53125,31.671875,A1AG2_HUMAN,CRP_HUMAN,0.8111111111111112,0.9666666666666667,0.7333333333333334,0.967:0.733:0.733,0.6533333333333333,0.42333333333333334,0.85:0.57:0.54,0.78:0.28:0.21,https://www.uniprot.org/uniprotkb/CRP_HUMAN/entry
FA11_HUMAN,A1AG2_HUMAN,826,625,201,3,20.0,22.0,21.0,20.0,22.0,0.71,0.71,0.7,0.7,0.71,0.18,0.14,0.14,0.14,0.18,31.703125,31.671875,31.71875,31.671875,31.71875,A1AG2_HUMAN,FA11_HUMAN,0.30000000000000004,0.33333333333333337,0.2666666666666667,0.333:0.267:0.3,0.7066666666666667,0.15333333333333335,0.71:0.71:0.7,0.18:0.14:0.14,https://www.uniprot.org/uniprotkb/FA11_HUMAN/entry
FETA_HUMAN,A1AG2_HUMAN,810,609,201,3,9.0,10.0,16.0,9.0,16.0,0.73,0.69,0.69,0.69,0.73,0.31,0.26,0.17,0.17,0.31,31.703125,31.6875,31.703125,31.6875,31.703125,A1AG2_HUMAN,FETA_HUMAN,0.6111111111111112,0.7,0.4666666666666667,0.7:0.667:0.467,0.7033333333333333,0.2466666666666667,0.73:0.69:0.69,0.31:0.26:0.17,https://www.uniprot.org/uniprotkb/FETA_HUMAN/entry
FIBA_HUMAN,A1AG2_HUMAN,1067,866,201,3,13.0,19.0,15.0,13.0,19.0,0.32,0.33,0.32,0.32,0.33,0.24,0.19,0.17,0.17,0.24,31.71875,31.734375,31.734375,31.71875,31.734375,A1AG2_HUMAN,FIBA_HUMAN,0.4777777777777778,0.5666666666666667,0.3666666666666667,0.567:0.367:0.5,0.3233333333333333,0.19999999999999998,0.32:0.33:0.32,0.24:0.19:0.17,https://www.uniprot.org/uniprotkb/FIBA_HUMAN/entry
FINC_HUMAN,A1AG2_HUMAN,2678,2477,201,3,19.0,20.0,25.0,19.0,25.0,0.32,0.31,0.32,0.31,0.32,0.31,0.31,0.27,0.27,0.31,31.734375,31.71875,31.71875,31.71875,31.734375,A1AG2_HUMAN,FINC_HUMAN,0.2888888888888889,0.3666666666666667,0.16666666666666663,0.367:0.333:0.167,0.31666666666666665,0.2966666666666667,0.32:0.31:0.32,0.31:0.31:0.27,https://www.uniprot.org/uniprotkb/FINC_HUMAN/entry
GROA_HUMAN,A1AG2_HUMAN,308,107,201,3,2.0,6.0,5.0,2.0,6.0,0.68,0.63,0.62,0.62,0.68,0.42,0.22,0.19,0.19,0.42,31.671875,31.6875,31.625,31.625,31.6875,A1AG2_HUMAN,GROA_HUMAN,0.8555555555555556,0.9333333333333333,0.8,0.933:0.8:0.833,0.6433333333333334,0.27666666666666667,0.68:0.63:0.62,0.42:0.22:0.19,https://www.uniprot.org/uniprotkb/GROA_HUMAN/entry
HS12A_HUMAN,A1AG2_HUMAN,876,675,201,3,10.0,14.0,20.0,10.0,20.0,0.66,0.66,0.65,0.65,0.66,0.26,0.18,0.16,0.16,0.26,31.703125,31.703125,31.734375,31.703125,31.734375,A1AG2_HUMAN,HS12A_HUMAN,0.5111111111111112,0.6666666666666667,0.33333333333333337,0.667:0.533:0.333,0.6566666666666667,0.19999999999999998,0.66:0.66:0.65,0.26:0.18:0.16,https://www.uniprot.org/uniprotkb/HS12A_HUMAN/entry
HV434_HUMAN,A1AG2_HUMAN,324,123,201,3,5.0,15.0,10.0,5.0,15.0,0.59,0.59,0.58,0.58,0.59,0.2,0.16,0.13,0.13,0.2,31.71875,31.71875,31.609375,31.609375,31.71875,A1AG2_HUMAN,HV434_HUMAN,0.6666666666666666,0.8333333333333334,0.5,0.833:0.5:0.667,0.5866666666666666,0.16333333333333333,0.59:0.59:0.58,0.2:0.16:0.13,https://www.uniprot.org/uniprotkb/HV434_HUMAN/entry
IFN17_HUMAN,A1AG2_HUMAN,390,189,201,3,6.0,7.0,11.0,6.0,11.0,0.5,0.5,0.49,0.49,0.5,0.24,0.19,0.15,0.15,0.24,31.578125,31.546875,31.53125,31.53125,31.578125,A1AG2_HUMAN,IFN17_HUMAN,0.7333333333333334,0.8,0.6333333333333333,0.8:0.767:0.633,0.49666666666666665,0.19333333333333333,0.5:0.5:0.49,0.24:0.19:0.15,https://www.uniprot.org/uniprotkb/IFN17_HUMAN/entry
IGJ_HUMAN,A1AG2_HUMAN,360,159,201,3,3.0,4.0,6.0,3.0,6.0,0.71,0.67,0.55,0.55,0.71,0.52,0.45,0.18,0.18,0.52,31.578125,31.6875,31.671875,31.578125,31.6875,A1AG2_HUMAN,IGJ_HUMAN,0.8555555555555555,0.9,0.8,0.9:0.867:0.8,0.6433333333333333,0.3833333333333333,0.71:0.67:0.55,0.52:0.45:0.18,https://www.uniprot.org/uniprotkb/IGJ_HUMAN/entry
